Age,Health Challenge,Class Participation,Academic Performance before Jamb/Waec,Study Habits,Assignment/Homework Completion,Extracurricular Involvement,Disciplinary Issue,Attendance Status,Motivation for Jamb/Waec,Resource Access (1-3),Understanding of Material (1-3),Time Management (1-3),Tutorial Hours for Jamb/Waec,Daily Self Study Hours for Jamb/Waec,Jamb Score,Family Income Range,Parent Education Level,Living Conditions,Parent Engagement with School/Teachers,Exam Status
21,Yes,Rarely,Fair,Average,Sometimes,None,No,Regular,Low,2,3,3,82,8,243,Medium,Tertiary,Good,Low,Pass
30,No,Active,Excellent,Average,Rarely,Low,Yes,Irregular,Moderate,3,1,1,95,7,265,High,Secondary,Moderate,High,Pass
28,No,Active,Fair,Poor,Always,Moderate,Yes,Regular,Low,1,1,1,100,3,274,High,Primary,Moderate,High,Pass
25,No,Rarely,Good,Poor,Sometimes,None,Yes,Regular,Low,2,1,2,27,12,346,Low,Primary,Good,High,Pass
22,Yes,Rarely,Poor,Average,Always,None,Yes,Regular,Moderate,3,2,3,55,5,202,Medium,Tertiary,Good,Moderate,Pass
17,No,Moderate,Excellent,Poor,Always,Low,Yes,Regular,High,2,1,1,37,10,173,Low,Primary,Poor,Low,Fail
28,Yes,Active,Good,Average,Always,None,Yes,Very Poor,Low,1,1,1,84,8,391,High,Primary,Moderate,Low,Pass
30,No,Active,Poor,Poor,Rarely,None,No,Irregular,Low,3,2,2,96,2,193,Medium,Secondary,Moderate,Low,Fail
30,Yes,Active,Good,Poor,Sometimes,Low,No,Regular,High,2,3,1,57,10,350,Low,Tertiary,Good,High,Pass
21,Yes,Rarely,Excellent,Poor,Rarely,None,Yes,Irregular,Low,2,3,1,37,10,313,High,Secondary,Poor,Moderate,Pass
21,Yes,Moderate,Poor,Poor,Sometimes,Low,No,Regular,Moderate,2,1,1,83,11,178,Low,Secondary,Moderate,Low,Fail
23,No,Rarely,Excellent,Good,Sometimes,Moderate,No,Very Poor,Moderate,1,2,3,10,12,109,Medium,Primary,Poor,Moderate,Fail
28,No,Moderate,Excellent,Good,Sometimes,None,Yes,Regular,Moderate,2,2,1,51,4,280,Low,Primary,Good,Low,Pass
24,Yes,Active,Excellent,Average,Sometimes,High,Yes,Irregular,Moderate,3,1,3,4,1,187,Low,Tertiary,Moderate,Low,Fail
24,No,Moderate,Fair,Average,Rarely,Low,No,Very Poor,Low,2,2,1,12,3,358,Medium,Primary,Good,Moderate,Pass
18,Yes,Active,Good,Poor,Always,High,Yes,Regular,Moderate,2,2,1,63,0,204,Medium,Primary,Poor,Low,Pass
18,No,Rarely,Poor,Average,Sometimes,Low,Yes,Regular,Moderate,3,3,2,27,8,138,Medium,Primary,Poor,High,Fail
27,Yes,Active,Excellent,Average,Sometimes,None,Yes,Regular,Moderate,1,1,2,64,3,131,Low,Primary,Moderate,Moderate,Fail
29,Yes,Active,Good,Good,Rarely,Moderate,Yes,Irregular,Moderate,2,3,2,97,7,124,High,Primary,Poor,High,Fail
22,No,Rarely,Excellent,Poor,Rarely,Moderate,Yes,Very Poor,Moderate,2,2,3,12,2,350,High,Secondary,Moderate,High,Pass
20,No,Moderate,Good,Average,Rarely,None,No,Very Poor,Moderate,2,1,3,73,8,190,Medium,Secondary,Good,Moderate,Fail
21,No,Rarely,Poor,Average,Rarely,High,No,Very Poor,Moderate,3,3,1,4,2,378,Low,Primary,Poor,Moderate,Pass
23,No,Moderate,Fair,Good,Sometimes,Moderate,No,Irregular,Moderate,2,3,2,29,12,233,Low,Primary,Good,Low,Pass
24,Yes,Active,Fair,Average,Sometimes,High,No,Irregular,Low,1,2,1,31,10,155,Low,Primary,Poor,High,Fail
16,No,Moderate,Excellent,Average,Always,None,Yes,Irregular,Moderate,3,3,2,9,1,373,Low,Primary,Moderate,High,Pass
25,Yes,Moderate,Poor,Good,Sometimes,Moderate,Yes,Regular,High,2,3,3,10,0,336,High,Secondary,Poor,Moderate,Pass
26,No,Moderate,Poor,Good,Rarely,High,Yes,Regular,Moderate,3,3,3,41,2,335,High,Primary,Moderate,High,Pass
29,No,Moderate,Poor,Average,Sometimes,Moderate,No,Very Poor,Moderate,1,1,3,38,9,218,Low,Secondary,Good,High,Pass
16,No,Active,Good,Good,Always,Moderate,No,Regular,Moderate,3,1,3,43,11,315,Low,Secondary,Poor,Low,Pass
23,No,Moderate,Good,Poor,Sometimes,None,No,Very Poor,Moderate,1,3,1,15,4,199,Medium,Primary,Good,Low,Fail
21,Yes,Active,Fair,Average,Always,Low,No,Irregular,High,3,3,1,88,7,352,Medium,Tertiary,Moderate,High,Pass
20,Yes,Rarely,Good,Poor,Sometimes,High,Yes,Regular,Moderate,1,1,1,68,6,382,Medium,Secondary,Moderate,High,Pass
17,Yes,Rarely,Good,Poor,Always,Low,No,Irregular,Low,1,2,2,37,12,346,Low,Secondary,Poor,Low,Pass
25,Yes,Rarely,Good,Good,Sometimes,Moderate,Yes,Irregular,High,1,3,3,95,6,338,Low,Secondary,Moderate,Low,Pass
19,Yes,Active,Fair,Poor,Sometimes,High,No,Irregular,Low,3,2,3,58,7,277,Medium,Primary,Moderate,Moderate,Pass
28,No,Active,Fair,Poor,Sometimes,None,Yes,Regular,Moderate,3,2,2,69,4,240,Medium,Tertiary,Moderate,High,Pass
19,No,Rarely,Poor,Average,Always,Moderate,No,Very Poor,High,2,3,3,7,8,143,Low,Primary,Good,High,Fail
21,Yes,Moderate,Fair,Good,Always,Low,No,Regular,Low,1,2,2,59,3,349,Medium,Tertiary,Poor,High,Pass
28,Yes,Active,Excellent,Good,Always,High,No,Very Poor,High,1,1,1,91,9,250,Medium,Secondary,Good,High,Pass
20,Yes,Rarely,Poor,Poor,Rarely,None,Yes,Regular,High,3,1,1,73,9,161,Medium,Primary,Good,Moderate,Fail
18,Yes,Active,Fair,Average,Sometimes,None,Yes,Irregular,Moderate,2,2,2,32,5,106,High,Secondary,Poor,Moderate,Fail
17,No,Active,Excellent,Poor,Always,Moderate,No,Regular,Low,2,1,2,91,11,335,Medium,Tertiary,Good,Low,Pass
30,Yes,Rarely,Good,Good,Sometimes,Low,Yes,Regular,Moderate,1,2,1,62,4,344,Low,Primary,Good,Moderate,Pass
19,Yes,Rarely,Good,Average,Rarely,High,No,Regular,High,1,1,1,12,7,362,Low,Tertiary,Moderate,Low,Pass
22,No,Rarely,Poor,Good,Always,Moderate,No,Very Poor,Low,2,2,2,34,10,309,Medium,Tertiary,Moderate,High,Pass
20,Yes,Moderate,Fair,Good,Rarely,Low,Yes,Irregular,High,1,3,3,46,6,385,High,Tertiary,Moderate,Moderate,Pass
18,No,Moderate,Poor,Good,Sometimes,High,No,Regular,Low,1,3,3,57,1,265,Low,Tertiary,Good,Moderate,Pass
21,No,Moderate,Good,Good,Always,Moderate,Yes,Regular,Low,2,2,2,91,2,306,High,Secondary,Good,Moderate,Pass
24,No,Moderate,Fair,Good,Sometimes,Moderate,Yes,Irregular,Low,2,1,2,93,9,182,Low,Tertiary,Good,High,Fail
18,Yes,Rarely,Good,Good,Rarely,Low,No,Irregular,Low,2,1,2,82,6,312,Low,Primary,Good,Low,Pass
26,Yes,Rarely,Fair,Average,Sometimes,Moderate,No,Very Poor,Low,1,3,3,34,1,156,Low,Secondary,Poor,Low,Fail
16,Yes,Active,Poor,Average,Rarely,None,Yes,Regular,Low,1,3,1,76,2,254,Medium,Tertiary,Moderate,Moderate,Pass
27,No,Moderate,Fair,Average,Sometimes,Moderate,No,Irregular,High,3,3,1,9,4,187,Low,Secondary,Good,Low,Fail
17,Yes,Active,Excellent,Average,Rarely,High,No,Very Poor,Low,2,3,3,32,12,142,Medium,Tertiary,Poor,High,Fail
28,Yes,Moderate,Poor,Good,Rarely,Moderate,Yes,Regular,High,2,1,2,42,0,101,Medium,Tertiary,Poor,Moderate,Fail
20,Yes,Rarely,Good,Poor,Sometimes,Moderate,No,Regular,High,2,2,2,74,5,154,High,Secondary,Poor,Moderate,Fail
16,No,Active,Fair,Average,Always,None,Yes,Very Poor,Moderate,3,2,1,9,9,174,High,Primary,Moderate,Moderate,Fail
28,No,Rarely,Fair,Average,Always,Moderate,Yes,Very Poor,Low,1,3,1,52,12,259,High,Tertiary,Poor,High,Pass
30,No,Active,Fair,Average,Sometimes,None,Yes,Very Poor,High,3,3,2,79,11,270,Low,Tertiary,Poor,Low,Pass
29,Yes,Moderate,Poor,Poor,Rarely,Moderate,No,Very Poor,Low,3,1,3,0,4,354,High,Secondary,Good,Moderate,Pass
17,Yes,Active,Good,Average,Rarely,High,Yes,Regular,High,2,3,3,5,11,258,Low,Primary,Moderate,Low,Pass
30,No,Active,Good,Poor,Rarely,Low,Yes,Irregular,High,3,3,1,42,11,290,High,Primary,Poor,Low,Pass
16,No,Active,Excellent,Good,Always,Moderate,No,Regular,High,3,3,1,92,1,205,Medium,Primary,Poor,High,Pass
23,Yes,Rarely,Good,Poor,Always,None,No,Very Poor,Moderate,1,3,3,39,0,341,Low,Primary,Good,Moderate,Pass
27,Yes,Active,Good,Poor,Rarely,Moderate,No,Very Poor,Moderate,3,2,1,95,5,298,Low,Primary,Good,Moderate,Pass
20,No,Active,Fair,Average,Always,Low,Yes,Irregular,High,3,1,1,81,11,179,Low,Primary,Good,Moderate,Fail
27,No,Active,Excellent,Good,Always,High,Yes,Irregular,Moderate,3,1,1,76,0,395,Low,Secondary,Moderate,Moderate,Pass
30,No,Moderate,Fair,Good,Sometimes,None,No,Irregular,Moderate,1,2,3,21,3,256,Low,Primary,Moderate,High,Pass
29,Yes,Moderate,Excellent,Poor,Rarely,Low,Yes,Very Poor,Low,3,2,2,74,3,301,High,Tertiary,Good,Low,Pass
22,Yes,Rarely,Excellent,Good,Rarely,High,Yes,Regular,High,2,2,3,27,3,326,Medium,Tertiary,Good,Moderate,Pass
17,Yes,Active,Poor,Poor,Rarely,Moderate,No,Irregular,Moderate,3,3,3,28,1,185,Medium,Secondary,Poor,Moderate,Fail
23,No,Active,Poor,Poor,Always,High,No,Irregular,High,3,3,3,51,1,301,Low,Tertiary,Good,High,Pass
27,No,Rarely,Good,Good,Always,High,No,Very Poor,Low,2,3,2,89,3,103,Medium,Primary,Moderate,High,Fail
23,Yes,Rarely,Good,Average,Rarely,High,Yes,Regular,High,2,2,3,50,10,118,Low,Tertiary,Good,Moderate,Fail
26,No,Active,Poor,Average,Sometimes,None,No,Very Poor,Low,3,3,1,6,6,197,Medium,Tertiary,Good,High,Fail
30,No,Moderate,Excellent,Average,Sometimes,Moderate,Yes,Regular,Moderate,1,1,2,60,6,116,High,Secondary,Good,High,Fail
28,Yes,Moderate,Poor,Poor,Rarely,Moderate,No,Regular,Low,3,2,2,24,3,297,Low,Primary,Moderate,Moderate,Pass
27,Yes,Rarely,Good,Poor,Always,Moderate,Yes,Very Poor,Low,1,3,2,50,8,273,High,Secondary,Poor,Low,Pass
26,No,Active,Fair,Poor,Rarely,Moderate,Yes,Regular,High,1,3,3,4,8,262,Low,Secondary,Poor,Moderate,Pass
24,Yes,Moderate,Fair,Average,Always,Low,Yes,Regular,Moderate,2,1,2,39,5,253,Low,Tertiary,Poor,Moderate,Pass
29,Yes,Moderate,Fair,Good,Always,Moderate,No,Regular,Moderate,1,3,2,60,9,379,Low,Secondary,Poor,Low,Pass
23,Yes,Rarely,Fair,Average,Always,None,Yes,Regular,Moderate,1,3,3,3,4,363,Low,Tertiary,Poor,High,Pass
18,Yes,Moderate,Good,Good,Always,None,No,Regular,Low,2,1,3,9,7,349,Low,Primary,Poor,Moderate,Pass
20,Yes,Active,Poor,Poor,Always,Moderate,No,Very Poor,Moderate,3,1,2,13,9,376,Low,Tertiary,Poor,High,Pass
16,Yes,Rarely,Excellent,Average,Sometimes,Moderate,No,Regular,Low,2,1,2,94,9,258,Medium,Primary,Moderate,Low,Pass
21,No,Rarely,Excellent,Average,Sometimes,Low,No,Regular,Low,1,2,3,78,2,324,Low,Primary,Moderate,Low,Pass
25,No,Active,Excellent,Good,Rarely,None,Yes,Regular,Low,1,2,1,55,4,306,High,Primary,Poor,Low,Pass
30,Yes,Active,Excellent,Good,Sometimes,Moderate,Yes,Irregular,Moderate,2,2,2,95,3,343,Medium,Secondary,Good,Moderate,Pass
20,Yes,Rarely,Fair,Average,Always,Moderate,No,Irregular,Moderate,3,3,2,100,6,275,Low,Primary,Moderate,Moderate,Pass
26,No,Moderate,Good,Good,Sometimes,None,Yes,Regular,Moderate,3,3,1,36,11,247,Low,Secondary,Poor,High,Pass
22,Yes,Active,Fair,Good,Always,Moderate,No,Regular,High,3,3,1,1,11,353,Low,Tertiary,Good,Moderate,Pass
24,No,Rarely,Excellent,Average,Sometimes,None,No,Very Poor,High,3,2,2,68,11,138,Medium,Tertiary,Good,Moderate,Fail
21,Yes,Rarely,Poor,Good,Always,None,No,Very Poor,High,1,2,3,35,4,222,High,Tertiary,Good,Low,Pass
18,Yes,Moderate,Poor,Poor,Sometimes,None,No,Irregular,High,3,2,1,7,2,170,Low,Primary,Good,Moderate,Fail
26,Yes,Rarely,Poor,Average,Rarely,None,No,Regular,Low,2,1,2,14,9,235,Medium,Primary,Good,Low,Pass
29,No,Active,Poor,Poor,Rarely,Moderate,No,Very Poor,High,1,3,3,88,5,265,Low,Secondary,Good,Low,Pass
27,No,Moderate,Poor,Good,Sometimes,High,No,Irregular,Low,3,1,2,71,6,365,Low,Secondary,Moderate,Low,Pass
16,Yes,Active,Good,Poor,Always,High,Yes,Very Poor,Low,3,1,3,82,3,278,High,Secondary,Good,Low,Pass
25,No,Moderate,Good,Poor,Rarely,Low,No,Regular,High,3,2,3,67,4,379,Low,Secondary,Poor,Moderate,Pass
30,Yes,Moderate,Good,Good,Sometimes,Moderate,Yes,Regular,High,2,2,2,99,1,314,Low,Secondary,Good,Moderate,Pass
27,No,Rarely,Excellent,Average,Sometimes,None,No,Regular,High,3,2,1,53,8,393,Low,Primary,Poor,Moderate,Pass
30,Yes,Active,Excellent,Good,Rarely,High,Yes,Irregular,High,2,2,2,65,7,306,Low,Secondary,Good,High,Pass
26,Yes,Rarely,Poor,Average,Sometimes,Moderate,Yes,Very Poor,High,1,3,3,58,5,204,High,Secondary,Good,High,Pass
28,Yes,Active,Fair,Good,Sometimes,High,Yes,Irregular,Moderate,3,3,2,29,5,153,Medium,Primary,Moderate,Moderate,Fail
21,No,Rarely,Good,Good,Sometimes,Moderate,Yes,Irregular,High,2,3,3,29,12,395,High,Secondary,Poor,High,Pass
24,No,Active,Fair,Poor,Rarely,None,Yes,Very Poor,High,2,3,2,14,12,155,High,Primary,Moderate,High,Fail
19,Yes,Rarely,Excellent,Poor,Sometimes,High,No,Irregular,High,3,3,2,39,3,187,Medium,Tertiary,Moderate,Moderate,Fail
29,No,Rarely,Poor,Poor,Rarely,None,Yes,Very Poor,High,1,2,3,98,1,326,High,Secondary,Moderate,High,Pass
25,No,Moderate,Excellent,Good,Rarely,Low,Yes,Very Poor,Low,1,2,1,91,6,381,Low,Primary,Poor,Moderate,Pass
22,No,Rarely,Fair,Poor,Always,Low,No,Regular,Low,3,3,1,23,0,203,High,Primary,Moderate,High,Pass
21,Yes,Active,Excellent,Poor,Rarely,High,Yes,Very Poor,Moderate,3,1,1,26,2,246,High,Tertiary,Poor,High,Pass
28,Yes,Active,Good,Poor,Rarely,None,Yes,Regular,Low,2,3,2,60,0,327,Low,Secondary,Good,High,Pass
23,No,Rarely,Good,Good,Always,None,No,Very Poor,High,2,3,2,85,3,186,Low,Secondary,Moderate,Low,Fail
18,Yes,Rarely,Fair,Good,Rarely,None,No,Regular,Moderate,3,3,3,33,0,374,Low,Secondary,Good,High,Pass
27,No,Rarely,Excellent,Poor,Rarely,High,Yes,Very Poor,Low,1,3,2,70,1,327,Low,Secondary,Moderate,High,Pass
29,Yes,Moderate,Good,Average,Rarely,None,No,Irregular,Low,2,2,3,42,3,151,Medium,Tertiary,Poor,Moderate,Fail
20,Yes,Rarely,Poor,Average,Rarely,High,No,Irregular,Moderate,1,2,3,53,10,212,Medium,Tertiary,Good,Moderate,Pass
28,No,Active,Good,Poor,Always,Moderate,No,Irregular,Moderate,3,2,3,96,4,363,Medium,Tertiary,Good,High,Pass
22,No,Active,Fair,Good,Always,Low,Yes,Very Poor,Moderate,3,2,2,46,12,120,Medium,Tertiary,Moderate,Low,Fail
28,Yes,Active,Good,Average,Always,Moderate,Yes,Irregular,Low,1,3,1,0,9,238,Low,Primary,Good,Low,Pass
20,Yes,Rarely,Poor,Average,Rarely,High,No,Very Poor,Moderate,3,2,1,20,6,175,Low,Primary,Good,Low,Fail
25,No,Rarely,Excellent,Poor,Sometimes,High,Yes,Very Poor,High,1,3,2,34,3,179,Low,Tertiary,Poor,Moderate,Fail
21,No,Rarely,Fair,Average,Rarely,Moderate,Yes,Regular,Moderate,2,2,3,22,3,177,Medium,Tertiary,Moderate,Moderate,Fail
19,No,Rarely,Fair,Average,Rarely,Moderate,No,Very Poor,Moderate,2,3,3,14,8,243,High,Tertiary,Good,Low,Pass
22,No,Active,Poor,Average,Sometimes,Low,No,Very Poor,Moderate,1,3,3,40,3,324,High,Tertiary,Poor,High,Pass
22,No,Rarely,Fair,Good,Rarely,Moderate,Yes,Irregular,Moderate,1,2,2,74,9,241,Low,Primary,Moderate,High,Pass
20,No,Moderate,Poor,Average,Rarely,High,No,Irregular,Low,1,1,2,24,3,275,Low,Secondary,Good,High,Pass
22,Yes,Rarely,Poor,Good,Always,None,Yes,Very Poor,High,2,3,3,54,8,334,Medium,Tertiary,Moderate,High,Pass
25,Yes,Active,Fair,Average,Rarely,None,Yes,Irregular,Low,3,2,1,98,4,210,High,Secondary,Poor,Low,Pass
17,Yes,Moderate,Fair,Poor,Rarely,Moderate,No,Very Poor,High,2,3,1,35,3,295,Low,Primary,Moderate,High,Pass
23,No,Moderate,Excellent,Average,Sometimes,High,No,Irregular,High,3,2,3,73,5,167,Medium,Tertiary,Good,High,Fail
22,No,Rarely,Good,Good,Rarely,Low,Yes,Very Poor,High,1,2,1,4,0,218,Low,Secondary,Poor,High,Pass
28,No,Active,Good,Good,Sometimes,High,No,Regular,Moderate,3,3,1,71,8,300,Low,Primary,Good,Moderate,Pass
20,No,Rarely,Fair,Average,Sometimes,Moderate,No,Irregular,Moderate,3,3,3,18,2,309,Medium,Secondary,Moderate,High,Pass
27,Yes,Active,Good,Average,Always,None,Yes,Irregular,Low,2,3,2,13,12,386,High,Primary,Moderate,Low,Pass
28,No,Rarely,Poor,Average,Rarely,Low,Yes,Very Poor,High,1,1,3,65,6,173,High,Primary,Poor,High,Fail
21,No,Active,Good,Average,Always,None,Yes,Regular,Moderate,1,1,2,15,7,289,Medium,Tertiary,Poor,Low,Pass
26,No,Moderate,Fair,Poor,Always,High,No,Very Poor,Low,2,2,3,77,6,159,Low,Primary,Good,High,Fail
18,Yes,Moderate,Poor,Average,Always,Moderate,No,Irregular,Low,1,1,2,27,0,229,High,Primary,Poor,Moderate,Pass
30,No,Moderate,Excellent,Good,Sometimes,High,Yes,Regular,Low,3,1,1,8,3,233,High,Primary,Good,High,Pass
25,No,Rarely,Good,Average,Always,Moderate,No,Irregular,Low,3,1,3,99,4,263,High,Primary,Moderate,Moderate,Pass
22,Yes,Rarely,Excellent,Poor,Always,High,No,Regular,Moderate,3,2,1,11,7,293,Medium,Tertiary,Poor,Low,Pass
30,Yes,Active,Fair,Good,Rarely,High,No,Very Poor,High,3,1,1,6,10,380,Medium,Secondary,Poor,High,Pass
16,No,Moderate,Good,Good,Rarely,Moderate,Yes,Irregular,Moderate,1,1,1,4,7,200,High,Primary,Moderate,High,Pass
17,No,Moderate,Poor,Average,Always,None,No,Very Poor,Low,3,2,3,49,5,222,Medium,Primary,Moderate,Low,Pass
19,No,Rarely,Good,Average,Sometimes,High,Yes,Very Poor,Moderate,1,3,2,80,8,298,High,Primary,Poor,Moderate,Pass
24,No,Moderate,Good,Poor,Always,None,No,Irregular,High,3,1,3,74,6,298,Low,Tertiary,Good,Moderate,Pass
27,Yes,Moderate,Fair,Average,Rarely,Low,No,Regular,High,3,3,3,36,4,105,Medium,Tertiary,Poor,Moderate,Fail
30,Yes,Active,Poor,Good,Rarely,Moderate,Yes,Regular,Low,3,3,3,45,3,238,High,Primary,Good,High,Pass
18,Yes,Active,Poor,Poor,Rarely,Moderate,No,Very Poor,High,2,3,3,15,12,272,Low,Secondary,Moderate,Low,Pass
19,Yes,Moderate,Fair,Good,Sometimes,None,Yes,Irregular,Low,1,1,1,80,7,306,Medium,Secondary,Good,High,Pass
28,No,Active,Excellent,Poor,Sometimes,Moderate,No,Very Poor,High,2,1,3,11,11,383,Low,Primary,Good,High,Pass
26,Yes,Moderate,Good,Good,Rarely,Low,Yes,Regular,Low,2,1,1,32,0,185,Medium,Secondary,Moderate,High,Fail
22,Yes,Active,Good,Average,Rarely,Moderate,No,Very Poor,Moderate,1,2,3,64,1,311,High,Primary,Moderate,Moderate,Pass
19,No,Moderate,Fair,Average,Rarely,Low,Yes,Regular,Moderate,1,3,3,57,7,122,High,Primary,Poor,High,Fail
22,No,Moderate,Good,Average,Rarely,Low,No,Regular,Moderate,3,3,3,4,0,234,Medium,Tertiary,Poor,Low,Pass
23,No,Moderate,Excellent,Good,Sometimes,Low,No,Very Poor,Moderate,1,2,2,97,8,294,Medium,Tertiary,Poor,Moderate,Pass
20,Yes,Active,Good,Poor,Rarely,None,No,Irregular,High,1,3,2,35,11,175,Medium,Primary,Poor,High,Fail
24,Yes,Active,Excellent,Good,Rarely,High,Yes,Irregular,High,2,3,3,7,1,252,Low,Tertiary,Poor,High,Pass
29,No,Rarely,Fair,Poor,Always,Low,Yes,Regular,High,1,3,1,81,7,201,Low,Tertiary,Poor,Low,Pass
17,No,Moderate,Excellent,Average,Rarely,Low,Yes,Very Poor,Moderate,1,2,3,31,7,329,Medium,Primary,Moderate,High,Pass
16,No,Active,Poor,Average,Always,High,No,Regular,Moderate,3,2,3,88,6,375,Medium,Primary,Moderate,Moderate,Pass
21,No,Rarely,Excellent,Average,Rarely,Low,No,Very Poor,Moderate,2,1,1,24,6,146,High,Primary,Poor,Low,Fail
25,No,Rarely,Excellent,Average,Rarely,Low,No,Irregular,High,1,3,3,25,10,325,Medium,Primary,Poor,Low,Pass
23,Yes,Active,Fair,Average,Always,Low,Yes,Very Poor,Low,3,3,2,86,9,178,Low,Tertiary,Poor,Low,Fail
28,No,Rarely,Poor,Poor,Rarely,Low,Yes,Regular,Low,3,1,3,56,12,335,Medium,Secondary,Moderate,Moderate,Pass
29,No,Active,Poor,Poor,Sometimes,None,No,Irregular,Low,1,1,2,84,6,291,Medium,Primary,Poor,Moderate,Pass
30,No,Rarely,Poor,Good,Rarely,High,Yes,Regular,Low,3,2,2,68,4,299,High,Secondary,Good,Low,Pass
18,Yes,Active,Poor,Average,Sometimes,None,No,Irregular,Low,2,1,3,38,6,334,High,Secondary,Poor,High,Pass
28,Yes,Rarely,Excellent,Good,Always,Moderate,Yes,Irregular,High,3,2,2,72,10,108,Medium,Secondary,Good,High,Fail
28,No,Active,Fair,Average,Sometimes,None,Yes,Regular,Moderate,1,2,3,23,3,218,Low,Secondary,Good,Moderate,Pass
28,No,Rarely,Excellent,Average,Rarely,High,Yes,Very Poor,Low,3,2,1,51,6,381,Medium,Secondary,Poor,Moderate,Pass
29,Yes,Active,Excellent,Poor,Sometimes,Low,No,Regular,Low,3,3,1,30,4,136,High,Primary,Good,High,Fail
28,Yes,Moderate,Fair,Poor,Rarely,High,No,Irregular,High,3,3,1,19,9,304,High,Primary,Moderate,Moderate,Pass
19,Yes,Rarely,Good,Average,Sometimes,Moderate,No,Regular,Low,3,2,2,94,10,156,Medium,Secondary,Good,Moderate,Fail
21,Yes,Rarely,Poor,Poor,Always,Moderate,No,Regular,Low,1,3,3,41,4,302,Medium,Primary,Moderate,Low,Pass
26,Yes,Active,Excellent,Poor,Always,High,Yes,Irregular,High,3,2,1,57,10,342,High,Secondary,Poor,Low,Pass
30,No,Moderate,Poor,Good,Rarely,High,No,Regular,Low,2,2,3,62,4,326,Low,Secondary,Good,Low,Pass
16,Yes,Moderate,Excellent,Good,Sometimes,None,Yes,Regular,High,1,2,1,23,12,148,Medium,Secondary,Poor,Moderate,Fail
19,Yes,Moderate,Poor,Good,Always,High,No,Regular,High,2,1,2,91,3,393,High,Tertiary,Poor,Low,Pass
25,No,Moderate,Poor,Good,Always,None,Yes,Irregular,High,2,3,1,56,10,208,Medium,Tertiary,Good,Moderate,Pass
29,No,Moderate,Excellent,Average,Rarely,None,No,Regular,Moderate,2,1,2,75,9,217,Medium,Secondary,Poor,Moderate,Pass
24,No,Active,Fair,Good,Sometimes,Low,Yes,Very Poor,Low,1,1,2,36,9,239,Medium,Tertiary,Poor,High,Pass
17,No,Active,Excellent,Average,Always,Moderate,No,Very Poor,Moderate,3,3,3,45,12,118,Medium,Secondary,Poor,Low,Fail
25,No,Rarely,Good,Good,Sometimes,None,Yes,Very Poor,High,3,1,2,93,6,172,Medium,Primary,Moderate,Low,Fail
24,Yes,Rarely,Fair,Good,Always,Moderate,Yes,Regular,High,1,2,3,19,4,185,Medium,Secondary,Good,Moderate,Fail
20,No,Moderate,Excellent,Poor,Rarely,High,No,Regular,Moderate,1,3,3,4,7,124,Low,Primary,Good,Moderate,Fail
28,Yes,Moderate,Poor,Good,Sometimes,Moderate,No,Very Poor,Low,1,1,3,60,2,246,Low,Secondary,Good,Low,Pass
18,No,Rarely,Fair,Good,Rarely,High,Yes,Regular,High,3,2,3,18,0,370,Medium,Tertiary,Good,Low,Pass
24,Yes,Rarely,Fair,Good,Sometimes,Moderate,No,Very Poor,High,3,3,1,43,2,237,Low,Primary,Good,High,Pass
22,Yes,Moderate,Fair,Poor,Rarely,High,No,Very Poor,High,1,1,3,84,12,180,Medium,Secondary,Moderate,Low,Fail
21,No,Active,Fair,Poor,Sometimes,None,Yes,Regular,High,2,3,1,83,2,133,Medium,Tertiary,Poor,High,Fail
27,Yes,Active,Good,Average,Rarely,High,Yes,Irregular,Moderate,3,1,3,44,11,142,Medium,Secondary,Moderate,Moderate,Fail
26,Yes,Moderate,Excellent,Poor,Always,High,Yes,Irregular,High,1,3,2,3,11,155,High,Primary,Good,Moderate,Fail
20,No,Rarely,Poor,Average,Rarely,None,Yes,Irregular,Moderate,3,3,3,17,3,385,Medium,Secondary,Poor,High,Pass
26,Yes,Moderate,Fair,Poor,Rarely,Low,Yes,Very Poor,High,3,3,3,55,12,152,High,Primary,Poor,Moderate,Fail
17,Yes,Moderate,Fair,Average,Rarely,Low,No,Regular,Moderate,1,1,3,32,4,344,Medium,Primary,Moderate,Moderate,Pass
25,No,Moderate,Good,Good,Rarely,None,No,Very Poor,Moderate,1,2,3,81,3,253,High,Primary,Moderate,Moderate,Pass
22,No,Moderate,Fair,Poor,Sometimes,Moderate,Yes,Irregular,Moderate,1,1,2,38,11,228,Low,Tertiary,Poor,Moderate,Pass
19,Yes,Active,Poor,Good,Always,High,No,Regular,High,3,1,3,83,7,180,High,Secondary,Poor,Moderate,Fail
18,Yes,Active,Excellent,Average,Always,None,No,Regular,High,3,3,2,40,6,227,High,Secondary,Good,Moderate,Pass
22,Yes,Moderate,Excellent,Good,Sometimes,Moderate,Yes,Regular,Low,1,3,2,4,3,129,High,Tertiary,Poor,Low,Fail
30,No,Rarely,Fair,Average,Rarely,None,Yes,Regular,Moderate,2,2,3,59,12,111,Medium,Tertiary,Moderate,High,Fail
21,Yes,Active,Excellent,Poor,Rarely,High,No,Very Poor,Low,2,1,3,90,1,358,Low,Secondary,Poor,Moderate,Pass
24,Yes,Rarely,Poor,Average,Sometimes,High,Yes,Irregular,Low,2,3,3,50,2,321,Medium,Primary,Poor,Moderate,Pass
